"id","fifaId","name","firstName","lastName","knownName","position","price","squadId","team","teamAbbr","group","status","matchStatus","percentSelected","totalPoints","avgPoints","form","lastRoundPoints","oneToWatch","nextFixtureId","nextFixture","nextFixtureDate","nextFixtureVenue","nextFixtureCity"
"984",,"Abdulelah Al Amri","Abdulelah bin Ali bin Awadh","Al Amri","Abdulelah Al Amri","DEF","3.7","37","Saudi Arabia","KSA","h","playing",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"36",,"Agustín Giay","Agustín","Giay",,"DEF","3.7","2","Argentina","ARG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1500",,"Agustín Sández","Agustín","Sández",,"DEF","3.7","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"874",,"Andrés Andrade","Andrés","Andrade",,"DEF","3.7","33","Panama","PAN","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"1039",,"Antoine Mendy","Antoine","Mendy",,"DEF","3.7","39","Senegal","SEN","i","playing",,"0.2","0","0","0","0","False","17","FRA v SEN","2026-06-16T20:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1558",,"Armando Obispo","Armando","Obispo",,"DEF","3.7","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1063",,"Aubrey Modiba","Aubrey","Modiba",,"DEF","3.7","40","South Africa","RSA","a","playing",,"0.1","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1147",,"Aurèle Amenda","Aurèle","Amenda",,"DEF","3.7","43","Switzerland","SUI","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1234",,"Brian Barboza","Brian","Barboza",,"DEF","3.7","46","Uruguay","URU","h","transferred",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"873",,"César Blackman","César","Blackman",,"DEF","3.7","33","Panama","PAN","l","playing",,"0.1","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"2070",,"Cho Wi-Je","Wi-Je","Cho","Cho Wi-Je","DEF","3.7","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1341",,"Dennis Hadzikadunic","Dennis","Hadzikadunic",,"DEF","3.7","6","Bosnia and Herzegovina","BIH","b","playing",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"2068",,"Derrick Luckassen","Derrick","Luckassen",,"DEF","3.7","21","Ghana","GHA","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"1559",,"Deveron Fonville","Deveron","Fonville",,"DEF","3.7","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"601",,"Ehsan Hajisafi","Ehsan","Hajisafi",,"DEF","3.7","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"638",,"Frans Putros","Frans Dhia Jirjis","Haddad","Frans Putros","DEF","3.7","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1122",,"Gustaf Lagerbielke","Gustaf","Lagerbielke",,"DEF","3.7","42","Sweden","SWE","f","playing",,"0.2","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"576",,"Hannes Delcroix","Hannes","Delcroix",,"DEF","3.7","22","Haiti","HAI","c","playing",,"0","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"985",,"Hassan Kadish","Hassan bin Kadish bin Yahya","Mahbub","Hassan Kadish","DEF","3.7","37","Saudi Arabia","KSA","h","playing",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"1516",,"Hjalmar Ekdal","Hjalmar","Ekdal",,"DEF","3.7","42","Sweden","SWE","f","playing",,"0.1","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1965",,"Jamie Knight-Lebel","Jamie","Knight-Lebel",,"DEF","3.7","9","Canada","CAN","b","transferred",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"64",,"Jason Geria","Jason","Geria",,"DEF","3.7","3","Australia","AUS","d","playing",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"223",,"Joel Waterman","Joel","Waterman",,"DEF","3.7","9","Canada","CAN","b","playing",,"0.1","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"354",,"Joshua Brenet","Joshua","Brenet",,"DEF","3.7","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"719",,"Lee Han-Beom","Han-Beom","Lee","Lee Han-Beom","DEF","3.7","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"720",,"Lee Tae-Seok","Tae-Seok","Lee","Lee Tae-Seok","DEF","3.7","27","Korea Republic","KOR","a","playing",,"0","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"330",,"Luka Vuskovic","Luka","Vuskovic",,"DEF","3.7","13","Croatia","CRO","l","playing",,"1.2","0","0","0","0","False","22","ENG v CRO","2026-06-17T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"1609",,"Maya Yoshida","Maya","Yoshida",,"DEF","3.7","25","Japan","JPN","f","transferred",,"0","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"4",,"Mehdi Dorval","Mehdi","Dorval",,"DEF","3.7","1","Algeria","ALG","j","transferred",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1488",,"Michael Boxall","Michael","Boxall",,"DEF","3.7","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1694",,"Moustapha Mbow","Moustapha","Mbow",,"DEF","3.7","39","Senegal","SEN","i","transferred",,"0","0","0","0","0","False","17","FRA v SEN","2026-06-16T20:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"1490",,"Nando Pijnaker","Nando","Pijnaker",,"DEF","3.7","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"123",,"Nathan Ngoy","Nathan","Ngoy",,"DEF","3.7","5","Belgium","BEL","g","playing",,"0.2","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"201",,"Pico","Roberto Carlos","Lopes","Pico","DEF","3.7","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"639",,"Rebin Sulaka","Rebin Ghareeb Sulaka","Adhamat","Rebin Sulaka","DEF","3.7","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1294",,"Rustam Ashurmatov","Rustam","Ashurmatov",,"DEF","3.7","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"603",,"Saleh Hardani","Saleh","Hardani",,"DEF","3.7","23","IR Iran","IRN","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1502",,"Saúl Salcedo","Saúl","Salcedo",,"DEF","3.7","34","Paraguay","PAR","d","transferred",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1295",,"Sherzod Nasrullaev","Sherzod","Nasrullaev",,"DEF","3.7","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"278",,"Steve Kapuadi","Steve","Kapuadi",,"DEF","3.7","11","Congo DR","COD","k","playing",,"0","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"143",,"Stjepan Radeljic","Stjepan","Radeljic",,"DEF","3.7","6","Bosnia and Herzegovina","BIH","b","playing",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"1507",,"Sultan Al Brake","Sultan Hussain Mohamad Hussain","Al Brake","Sultan Al Brake","DEF","3.7","36","Qatar","QAT","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1504",,"Tarek Salman","Tarek Salman Suleiman","Odeh","Tarek Salman","DEF","3.7","36","Qatar","QAT","b","transferred",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1064",,"Thabang Matuludi","Thabang","Matuludi",,"DEF","3.7","40","South Africa","RSA","a","playing",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"852",,"Torbjørn Heggem","Torbjørn","Heggem",,"DEF","3.7","32","Norway","NOR","i","playing",,"0.2","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1379",,"Willer Ditta","Willer","Ditta",,"DEF","3.7","10","Colombia","COL","k","playing",,"0.1","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"690",,"Yazan Al Arab","Yazan Mousa Mahmoud","Abu Al Arab","Yazan Al Arab","DEF","3.7","26","Jordan","JOR","j","playing",,"0.1","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1456",,"Yuto Nagatomo","Yuto","Nagatomo",,"DEF","3.7","25","Japan","JPN","f","playing",,"0.1","0","0","0","0","False","10","NED v JPN","2026-06-14T21:00:00+01:00","At&t Stadium","Arlington, Texas"
"5",,"Zinéddine Belaïd","Zinéddine","Belaïd",,"DEF","3.7","1","Algeria","ALG","j","playing",,"0","0","0","0","0","False","19","ARG v ALG","2026-06-17T02:00:00+01:00","Geha Field At Arrowhead Stadium","Kansas City, Missouri"
"1962",,"Zorhan Bassong","Zorhan","Bassong",,"DEF","3.7","9","Canada","CAN","b","transferred",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"1459",,"Antonio Rodríguez","Antonio","Rodríguez",,"GK","3.7","28","Mexico","MEX","a","transferred",,"0.1","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"654",,"Fahad Talib","Fahad Talib","Raheem","Fahad Talib","GK","3.7","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1575",,"Fahad Younis","Fahad Younis Ahmed Mohammed","Baker","Fahad Younis","GK","3.7","36","Qatar","QAT","b","transferred",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1515",,"Jacob Widell Zetterström","Jacob","Widell Zetterström",,"GK","3.7","42","Sweden","SWE","f","playing",,"0.1","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1024",,"Liam Kelly","Liam","Kelly",,"GK","3.7","38","Scotland","SCO","c","playing",,"0.3","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1155",,"Marvin Keller","Marvin","Keller",,"GK","3.7","43","Switzerland","SUI","b","playing",,"0.2","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"290",,"Matthieu Epolo","Matthieu","Epolo",,"GK","3.7","11","Congo DR","COD","k","playing",,"0.1","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"840",,"Michael Woud","Michael","Woud",,"GK","3.7","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"318",,"Mohamed Koné","Mohamed","Koné",,"GK","3.7","12","Côte d'Ivoire","CIV","e","playing",,"0.1","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"1078",,"Ricardo Goss","Ricardo","Goss",,"GK","3.7","40","South Africa","RSA","a","playing",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"969",,"Salah Zakaria","Salah Zakaria Mohamed","Mousa Hassan","Salah Zakaria","GK","3.7","36","Qatar","QAT","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1698",,"Sipho Chaine","Sipho","Chaine",,"GK","3.7","40","South Africa","RSA","a","playing",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"691",,"Abdallah Nasib","Abdallah Mousa Musallam","Nasib","Abdallah Nasib","DEF","3.6","26","Jordan","JOR","j","playing",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1169",,"Adem Arous","Adem","Arous",,"DEF","3.6","44","Tunisia","TUN","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1565",,"Ahmed Yahya","Ahmed Yahya Mahmood","Al Hajjaj","Ahmed Yahya","DEF","3.6","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"986",,"Ali Majrashi","Ali bin Hassan bin Mohammed","Majrashi","Ali Majrashi","DEF","3.6","37","Saudi Arabia","KSA","h","playing",,"0","0","0","0","0","False","15","KSA v URU","2026-06-15T23:00:00+01:00","Hard Rock Stadium","Miami Gardens, Florida"
"1701",,"Bradley Cross","Bradley","Cross",,"DEF","3.6","40","South Africa","RSA","a","playing",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"306",,"Clément Akpa","Clément","Akpa",,"DEF","3.6","12","Côte d'Ivoire","CIV","e","transferred",,"0","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"1016",,"Dominic Hyam","Dominic","Hyam",,"DEF","3.6","38","Scotland","SCO","c","playing",,"0","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1552",,"Dylan Bronn","Dylan","Bronn",,"DEF","3.6","44","Tunisia","TUN","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"1296",,"Farrukh Sayfiev","Farrukh","Sayfiev",,"DEF","3.6","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"65",,"Fran Karacic","Fran","Karacic",,"DEF","3.6","3","Australia","AUS","d","transferred",,"0","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"826",,"Francis de Vries","Francis","de Vries",,"DEF","3.6","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1506",,"Homam El Amin","Homam El Amin Mohamed","Ahmed","Homam El Amin","DEF","3.6","36","Qatar","QAT","b","playing",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"441",,"Hossam Abdelmaguid","Hossam Abdelmaguid Abdelsalam","Abdelmaguid","Hossam Abdelmaguid","DEF","3.6","17","Egypt","EGY","g","playing",,"0","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"641",,"Hussein Ali","Hussein Haydar","Ali","Hussein Ali","DEF","3.6","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"900",,"José Canale","José","Canale",,"DEF","3.6","34","Paraguay","PAR","d","playing",,"0","0","0","0","0","False","4","USA v PAR","2026-06-13T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"202",,"Kelvin Pires","Kelvin Spencer","Pires","Kelvin Pires","DEF","3.6","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"1297",,"Khojiakbar Alijonov","Khojiakbar","Alijonov",,"DEF","3.6","48","Uzbekistan","UZB","k","playing",,"0","0","0","0","0","False","24","UZB v COL","2026-06-18T03:00:00+01:00","Estadio Banorte","Mexico City"
"1065",,"Khuliso Mudau","Khuliso","Mudau",,"DEF","3.6","40","South Africa","RSA","a","playing",,"0.1","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"722",,"Kim Tae-Hyeon","Tae-Hyeon","Kim","Kim Tae-Hyeon","DEF","3.6","27","Korea Republic","KOR","a","playing",,"0.1","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"640",,"Maytham Jabbar","Maytham Jabbar Mutlag","Al Farttoosi","Maytham Jabbar","DEF","3.6","24","Iraq","IRQ","i","transferred",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1170",,"Mohamed Amine Ben Hmida","Mohamed Amine","Ben Hmida",,"DEF","3.6","44","Tunisia","TUN","f","playing",,"0","0","0","0","0","False","12","SWE v TUN","2026-06-15T03:00:00+01:00","Estadio Bbva","Guadalupe"
"439",,"Mohamed Hany","Mohamed Hany Gamal","El Demerdash","Mohamed Hany","DEF","3.6","17","Egypt","EGY","g","playing",,"0.5","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"1564",,"Mustafa Saadoon","Mustafa Saadoon Abbood","Al Korji","Mustafa Saadoon","DEF","3.6","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"144",,"Nihad Mujakic","Nihad","Mujakic",,"DEF","3.6","6","Bosnia and Herzegovina","BIH","b","playing",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"1066",,"Nkosinathi Sibisi","Nkosinathi","Sibisi",,"DEF","3.6","40","South Africa","RSA","a","playing",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1464",,"Ramón Juárez","Ramón","Juárez",,"DEF","3.6","28","Mexico","MEX","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"440",,"Ramy Rabia","Ramy Hisham Abdel Aziz Mostafa","Rabia","Ramy Rabia","DEF","3.6","17","Egypt","EGY","g","playing",,"0.1","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"356",,"Sherel Floranus","Sherel","Floranus",,"DEF","3.6","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"355",,"Shurandy Sambo","Shurandy","Sambo",,"DEF","3.6","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"1699",,"Thabiso Monyane","Thabiso","Monyane",,"DEF","3.6","40","South Africa","RSA","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"827",,"Tim Payne","Tim","Payne",,"DEF","3.6","31","New Zealand","NZL","g","playing",,"0.4","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1491",,"Tommy Smith","Tommy","Smith",,"DEF","3.6","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"825",,"Tyler Bindon","Tyler","Bindon",,"DEF","3.6","31","New Zealand","NZL","g","playing",,"0","0","0","0","0","False","16","IRN v NZL","2026-06-16T02:00:00+01:00","Sofi Stadium","Inglewood, California"
"1468",,"Víctor Guzmán","Víctor","Guzmán",,"DEF","3.6","28","Mexico","MEX","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"380",,"Vladimír Coufal","Vladimír","Coufal",,"DEF","3.6","15","Czechia","CZE","a","playing",,"3.6","0","0","0","0","False","2","KOR v CZE","2026-06-12T03:00:00+01:00","Estadio Akron","Guadalajara"
"1668",,"Youssef Belammari","Youssef","Belammari",,"DEF","3.6","29","Morocco","MAR","c","playing",,"0.1","0","0","0","0","False","6","BRA v MAR","2026-06-13T23:00:00+01:00","Metlife Stadium","East Rutherford, New Jersey"
"642",,"Zaid Tahseen","Zaid Tahseen Abd Zaid","Hantoosh","Zaid Tahseen","DEF","3.6","24","Iraq","IRQ","i","playing",,"0","0","0","0","0","False","18","IRQ v NOR","2026-06-16T23:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"710",,"Abdallah Al Fakhouri","Abdallah Ra'ed Mahmoud","Al Fakhouri","Abdallah Al Fakhouri","GK","3.6","26","Jordan","JOR","j","playing",,"0.1","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"1542",,"Ahmad Al Juaidi","Ahmad Mohannad Talab","Al Juaidi","Ahmad Al Juaidi","GK","3.6","26","Jordan","JOR","j","transferred",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"592",,"Alexandre Pierre","Alexandre","Pierre","Alexandre Pierre","GK","3.6","22","Haiti","HAI","c","playing",,"0","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1025",,"Angus Gunn","Angus","Gunn",,"GK","3.6","38","Scotland","SCO","c","playing",,"1.4","0","0","0","0","False","7","HAI v SCO","2026-06-14T02:00:00+01:00","Gillette Stadium","Foxborough, Massachusetts"
"1697",,"Brandon Petersen","Brandon","Petersen",,"GK","3.6","40","South Africa","RSA","a","transferred",,"0","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"1460",,"Carlos Moreno","Carlos","Moreno",,"GK","3.6","28","Mexico","MEX","a","transferred",,"0.1","0","0","0","0","False","1","MEX v RSA","2026-06-11T20:00:00+01:00","Estadio Banorte","Mexico City"
"886",,"César Samudio","César","Samudio",,"GK","3.6","33","Panama","PAN","l","playing",,"0","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"215",,"CJ dos Santos","Carlos Joaquim","Antunes dos Santos","CJ dos Santos","GK","3.6","8","Cabo Verde","CPV","h","playing",,"0","0","0","0","0","False","13","ESP v CPV","2026-06-15T17:00:00+01:00","Mercedes-benz Stadium","Atlanta, Georgia"
"452",,"El Mahdy Soliman","El Mahdy Mohamed Soliman","Ibrahim","El Mahdy Soliman","GK","3.6","17","Egypt","EGY","g","playing",,"0","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"425",,"Gonzalo Valle","Gonzalo","Valle",,"GK","3.6","16","Ecuador","ECU","e","playing",,"0.1","0","0","0","0","False","11","CIV v ECU","2026-06-15T00:00:00+01:00","Lincoln Financial Field","Philadelphia, Pennsylvania"
"1972",,"Joseph Anang","Joseph","Anang",,"GK","3.6","21","Ghana","GHA","l","playing",,"0.1","0","0","0","0","False","23","GHA v PAN","2026-06-18T00:00:00+01:00","Bmo Field","Toronto"
"451",,"Mohamed El Shenawy","Mohamed El Sayed Mohamed","El Shenawy Gomaa","Mohamed El Shenawy","GK","3.6","17","Egypt","EGY","g","playing",,"0.4","0","0","0","0","False","14","BEL v EGY","2026-06-15T20:00:00+01:00","Lumen Field","Seattle, Washington"
"1541",,"Nour Bani Ateyah","Noureddin Zaid Khaleel","Bani Ateyah","Nour Bani Ateyah","GK","3.6","26","Jordan","JOR","j","playing",,"0","0","0","0","0","False","20","AUT v JOR","2026-06-17T05:00:00+01:00","Levi's Stadium","Santa Clara, California"
"154",,"Osman Hadzikic","Osman","Hadzikic",,"GK","3.6","6","Bosnia and Herzegovina","BIH","b","transferred",,"0","0","0","0","0","False","3","CAN v BIH","2026-06-12T20:00:00+01:00","Bmo Field","Toronto"
"75",,"Paul Izzo","Paul","Izzo",,"GK","3.6","3","Australia","AUS","d","playing",,"0.1","0","0","0","0","False","8","AUS v TUR","2026-06-14T05:00:00+01:00","Bc Place","Vancouver"
"970",,"Shehab Ellethy","Shehab Mamdouh Abdelfadel","Ellethy","Shehab Ellethy","GK","3.6","36","Qatar","QAT","b","transferred",,"0","0","0","0","0","False","5","QAT v SUI","2026-06-13T20:00:00+01:00","Levi's Stadium","Santa Clara, California"
"291",,"Timothy Fayulu","Timothy","Fayulu",,"GK","3.6","11","Congo DR","COD","k","playing",,"0","0","0","0","0","False","21","POR v COD","2026-06-17T18:00:00+01:00","Nrg Stadium","Houston, Texas"
"369",,"Trevor Doornbusch","Trevor","Doornbusch",,"GK","3.6","14","Curaçao","CUW","e","playing",,"0","0","0","0","0","False","9","GER v CUW","2026-06-14T18:00:00+01:00","Nrg Stadium","Houston, Texas"
